"","itvid","itvRegieParentId","itvTargetId","itvInterventieOptieId","probId","probProbleemOptieId","lgscoreId","lgscoreScore","lgId","casId","tgid","casTargetId","ptid","sclSubjectId","sclId","sclCollectionId"
"749",2635,767,1176,24,4463,38,2847,5,6,767,5,767,4,1176,767,767
"750",1234,1932,1743,26,4467,38,2851,5,6,1932,10,1932,12,1743,1932,1932
"751",1236,772,2382,87,4469,38,2853,5,6,772,5,772,4,2382,772,772
"752",1238,772,2382,87,4471,38,2855,5,6,772,5,772,4,2382,772,772
"753",1239,772,2382,30,4472,35,2856,5,5,772,5,772,4,2382,772,772
"754",1240,772,2382,34,4473,38,2857,5,6,772,5,772,4,2382,772,772
"755",1241,772,2382,108,4474,38,2858,5,6,772,5,772,4,2382,772,772
"756",1242,1363,3745,108,4475,38,2859,5,6,1363,8,1363,11,3745,1363,1363
"757",1244,1104,690,140,4477,38,2861,5,6,1104,5,1104,4,690,1104,1104
"758",1248,2852,4019,71,4481,38,2865,5,6,2852,10,2852,12,4019,2852,2852
"759",1249,2852,4019,66,4482,38,2866,5,6,2852,10,2852,12,4019,2852,2852
"760",2844,2852,4019,140,4482,38,2866,5,6,2852,10,2852,12,4019,2852,2852
"761",1251,2887,95,110,4485,38,2869,5,6,2887,10,2887,12,95,2887,2887
"762",1254,2027,544,66,4488,38,2872,5,6,2027,10,2027,12,544,2027,2027
"763",1256,907,774,66,4490,38,2874,5,6,907,25,907,12,774,907,907
"764",1257,907,774,66,4491,38,2875,5,6,907,25,907,12,774,907,907
"765",1260,1223,3294,58,4494,38,2878,5,6,1223,13,1223,11,3294,1223,1223
"766",1261,1223,3294,58,4495,38,2879,5,6,1223,13,1223,11,3294,1223,1223
"767",1262,1223,3294,140,4496,38,2880,5,6,1223,13,1223,11,3294,1223,1223
"768",1265,2663,343,44,4499,38,2883,5,6,2663,10,2663,12,343,2663,2663
"769",1267,2924,3247,92,4502,58,2886,5,5,2924,25,2924,12,3247,2924,2924
"770",1268,2355,280,53,4503,38,2887,5,6,2355,126,2355,12,280,2355,2355
"771",1269,2777,617,87,4504,38,2888,5,6,2777,10,2777,12,617,2777,2777
"772",1270,2777,617,87,4505,38,2889,5,6,2777,10,2777,12,617,2777,2777
"773",1271,2777,617,87,4506,38,2890,5,6,2777,10,2777,12,617,2777,2777
"774",1272,2777,617,6,4507,38,2891,5,6,2777,10,2777,12,617,2777,2777
"775",1275,2777,617,34,4510,38,2894,5,6,2777,10,2777,12,617,2777,2777
"776",1280,2274,1147,87,4516,38,2900,5,6,2274,126,2274,12,1147,2274,2274
"777",1281,2274,1147,87,4517,38,2901,5,6,2274,126,2274,12,1147,2274,2274
"778",1282,2274,1147,87,4518,38,2902,5,6,2274,126,2274,12,1147,2274,2274
"779",1283,2274,1147,6,4519,38,2903,5,6,2274,126,2274,12,1147,2274,2274
"780",1284,2274,1147,7,4520,38,2904,5,6,2274,126,2274,12,1147,2274,2274
"781",1285,1260,3335,66,4521,38,2905,5,6,1260,8,1260,11,3335,1260,1260
"782",1293,2348,612,71,4529,38,2913,5,6,2348,10,2348,12,612,2348,2348
"783",1299,2529,2158,24,4535,38,2919,5,6,2529,10,2529,12,2158,2529,2529
"784",1302,2639,492,58,4538,38,2922,5,6,2639,10,2639,12,492,2639,2639
"785",1303,2639,492,58,4539,38,2923,5,6,2639,10,2639,12,492,2639,2639
"786",1305,2523,2148,108,4541,38,2925,5,6,2523,10,2523,12,2148,2523,2523
"787",1306,2523,2148,11,4542,23,2926,5,2,2523,10,2523,12,2148,2523,2523
"788",1307,2523,2148,87,4543,38,2927,5,6,2523,10,2523,12,2148,2523,2523
"789",1308,2523,2148,87,4544,38,2928,5,6,2523,10,2523,12,2148,2523,2523
"790",1309,1953,627,7,4545,38,2929,5,6,1953,25,1953,12,627,1953,1953
"791",1310,1953,627,71,4546,38,2930,5,6,1953,25,1953,12,627,1953,1953
"792",1311,2468,2245,7,4547,38,2931,5,6,2468,113,2468,1,2245,2468,2468
"793",1312,2538,1888,71,4548,38,2932,5,6,2538,10,2538,12,1888,2538,2538
"794",1315,2641,2763,87,4551,38,2935,5,6,2641,25,2641,12,2763,2641,2641
"795",1316,2641,2763,66,4552,38,2936,5,6,2641,25,2641,12,2763,2641,2641
"796",1317,2641,2763,87,4553,38,2937,5,6,2641,25,2641,12,2763,2641,2641
"797",1322,422,2692,87,4558,38,2942,5,6,422,10,422,12,2692,422,422
"798",1323,422,2692,87,4559,38,2943,5,6,422,10,422,12,2692,422,422
"799",1324,422,2692,22,4560,38,2944,5,6,422,10,422,12,2692,422,422
"800",1325,422,2692,22,4561,38,2945,5,6,422,10,422,12,2692,422,422
"801",1328,2432,148,87,4565,38,2949,5,6,2432,25,2432,12,148,2432,2432
"802",1329,2432,148,87,4566,38,2950,5,6,2432,25,2432,12,148,2432,2432
"803",1330,2432,148,58,4567,38,2951,5,6,2432,25,2432,12,148,2432,2432
"804",1331,2432,148,58,4568,38,2952,5,6,2432,25,2432,12,148,2432,2432
"805",2560,2432,148,71,4571,38,2955,5,6,2432,25,2432,12,148,2432,2432
"806",1334,2368,1532,6,4572,38,2956,5,6,2368,25,2368,12,1532,2368,2368
"807",1336,1348,374,66,4574,38,2958,5,6,1348,8,1348,11,374,1348,1348
"808",1337,1348,374,108,4575,38,2959,5,6,1348,8,1348,11,374,1348,1348
"809",1338,1348,374,108,4576,38,2960,5,6,1348,8,1348,11,374,1348,1348
"810",1339,1348,374,145,4577,38,2961,5,6,1348,8,1348,11,374,1348,1348
"811",1340,1348,374,181,4578,31,2962,5,4,1348,8,1348,11,374,1348,1348
"812",1343,1348,374,94,4581,14,2965,5,1,1348,8,1348,11,374,1348,1348
"813",1346,1148,563,87,4584,38,2968,5,6,1148,8,1148,11,563,1148,1148
"814",1347,1148,563,58,4585,38,2969,5,6,1148,8,1148,11,563,1148,1148
"815",1348,1148,563,66,4586,38,2970,5,6,1148,8,1148,11,563,1148,1148
"816",1349,1148,563,181,4587,33,2971,5,4,1148,8,1148,11,563,1148,1148
"817",1350,1148,563,26,4588,38,2972,5,6,1148,8,1148,11,563,1148,1148
"818",1353,1441,4255,108,4591,38,2975,5,6,1441,13,1441,11,4255,1441,1441
"819",1354,2168,991,24,4592,38,2976,5,6,2168,25,2168,12,991,2168,2168
"820",1355,983,1351,66,4593,38,2977,5,6,983,5,983,4,1351,983,983
"821",1356,983,1351,66,4594,38,2978,5,6,983,5,983,4,1351,983,983
"822",1358,2787,892,58,4596,38,2980,5,6,2787,10,2787,12,892,2787,2787
"823",1359,2787,892,66,4597,38,2981,5,6,2787,10,2787,12,892,2787,2787
"824",1360,2787,892,6,4598,38,2982,5,6,2787,10,2787,12,892,2787,2787
"825",1361,2299,1177,108,4599,38,2983,5,6,2299,10,2299,12,1177,2299,2299
"826",1366,481,532,66,4604,38,2988,5,6,481,11,481,2,722,481,481
"827",1373,1170,910,66,4611,38,2995,5,6,1170,8,1170,11,910,1170,1170
"828",1374,1170,910,66,4612,38,2996,5,6,1170,8,1170,11,910,1170,1170
"829",1376,1170,910,108,4614,38,2998,5,6,1170,8,1170,11,910,1170,1170
"830",1378,1170,910,71,4616,38,3000,5,6,1170,8,1170,11,910,1170,1170
"831",1380,2813,1892,87,4618,38,3002,5,6,2813,10,2813,12,1892,2813,2813
"832",1383,2209,788,87,4621,38,3005,5,6,2209,25,2209,12,788,2209,2209
"833",1385,2209,788,109,4623,38,3007,5,6,2209,25,2209,12,788,2209,2209
"834",1387,1189,1847,66,4625,38,3009,5,6,1189,25,1189,12,3146,1189,1189
"835",1388,1189,1847,87,4626,38,3010,5,6,1189,25,1189,12,3146,1189,1189
"836",1389,1189,1847,7,4628,38,3012,5,6,1189,25,1189,12,3146,1189,1189
"837",1390,1189,1847,10,4629,9,3013,5,4,1189,25,1189,12,3146,1189,1189
"838",1391,1189,1847,115,4630,43,3014,5,7,1189,25,1189,12,3146,1189,1189
"839",1392,95,1042,87,4631,38,3015,5,6,95,11,95,2,1042,95,95
"840",1392,95,1042,87,4631,38,3015,5,6,95,11,95,2,22120,20584,14236
"841",1393,95,1042,87,4632,38,3016,5,6,95,11,95,2,22120,20584,14236
"842",1393,95,1042,87,4632,38,3016,5,6,95,11,95,2,1042,95,95
"843",1399,1564,6263,34,4639,38,3023,5,6,1564,13,1564,11,6263,1564,1564
"844",1400,1523,5872,175,4640,4,3024,5,8,1523,13,1523,11,5872,1523,1523
"845",1402,2054,1781,87,4642,38,3026,5,6,2054,11,2054,2,1781,2054,2054
"846",1407,1349,1890,180,4647,38,3031,5,6,1349,25,1349,12,1890,1349,1349
"847",1408,2911,2729,108,4648,38,3032,5,6,2911,10,2911,12,2729,2911,2911
"848",1412,2838,5215,45,4653,38,3037,5,6,2838,25,2838,12,5215,2838,2838
"849",1414,1275,3375,66,4655,38,3039,5,6,1275,13,1275,11,3375,1275,1275
"850",1416,1275,3375,58,4657,38,3041,5,6,1275,13,1275,11,3375,1275,1275
"851",1417,1275,3375,140,4658,38,3042,5,6,1275,13,1275,11,3375,1275,1275
"852",1418,1275,3375,34,4659,38,3043,5,6,1275,13,1275,11,3375,1275,1275
"853",1421,754,35,66,4662,38,3046,5,6,754,25,754,12,35,754,754
"854",1422,754,35,87,4663,38,3047,5,6,754,25,754,12,35,754,754
"855",1425,754,35,26,4666,38,3050,5,6,754,25,754,12,35,754,754
"856",1426,2328,1450,87,4667,38,3051,5,6,2328,113,2328,1,1450,2328,2328
"857",1427,2328,1450,66,4668,38,3052,5,6,2328,113,2328,1,1450,2328,2328
"858",1428,2328,1450,127,4669,38,3053,5,6,2328,113,2328,1,1450,2328,2328
"859",1430,2733,2486,53,4671,38,3055,5,6,2733,5,2733,4,2486,2733,2733
"860",1433,2590,103,34,4675,33,3059,5,4,2590,105,2590,2,103,2590,2590
"861",1434,613,1641,87,4676,38,3060,5,6,613,11,613,2,1641,613,613
"862",1435,2790,3445,45,4677,38,3061,5,6,2790,10,2790,12,3445,2790,2790
"863",1436,1512,535,58,4678,38,3062,5,6,1512,10,1512,12,535,1512,1512
"864",1437,1512,535,58,4679,38,3063,5,6,1512,10,1512,12,535,1512,1512
"865",1438,1512,535,140,4680,38,3064,5,6,1512,10,1512,12,535,1512,1512
"866",1439,1512,535,108,4681,38,3065,5,6,1512,10,1512,12,535,1512,1512
"867",1440,731,1710,66,4682,38,3066,5,6,731,5,731,4,1710,731,731
"868",1441,731,1710,87,4683,38,3067,5,6,731,5,731,4,1710,731,731
"869",1442,731,1710,87,4684,38,3068,5,6,731,5,731,4,1710,731,731
"870",1450,2519,2122,87,4693,38,3077,5,6,2519,10,2519,12,2122,2519,2519
"871",1451,2519,2122,66,4694,38,3078,5,6,2519,10,2519,12,2122,2519,2519
"872",1455,2519,2122,16,4698,13,3082,5,1,2519,10,2519,12,2122,2519,2519
"873",1456,1267,3346,66,4700,38,3084,5,6,1267,8,1267,11,3346,1267,1267
"874",1457,1267,3346,66,4701,38,3085,5,6,1267,8,1267,11,3346,1267,1267
"875",1458,1267,3346,58,4702,38,3086,5,6,1267,8,1267,11,3346,1267,1267
"876",1459,1267,3346,108,4703,38,3087,5,6,1267,8,1267,11,3346,1267,1267
"877",3610,1267,3346,73,4704,31,3088,5,4,1267,8,1267,11,3346,1267,1267
"878",1461,540,1261,66,4705,38,3089,5,6,540,5,540,4,1261,540,540
"879",1462,540,1261,127,4706,38,3090,5,6,540,5,540,4,1261,540,540
"880",1465,2411,11,66,4709,38,3093,5,6,2411,113,2411,1,11,2411,2411
"881",1466,2411,11,87,4710,38,3094,5,6,2411,113,2411,1,11,2411,2411
"882",1467,2411,11,87,4711,38,3095,5,6,2411,113,2411,1,11,2411,2411
"883",1468,2411,11,109,4712,38,3096,5,6,2411,113,2411,1,11,2411,2411
"884",1469,2411,11,7,4713,38,3097,5,6,2411,113,2411,1,11,2411,2411
"885",1470,2411,11,24,4714,38,3098,5,6,2411,113,2411,1,11,2411,2411
"886",1472,1404,3823,180,4716,38,3100,5,6,1404,25,1404,12,3823,1404,1404
"887",1473,2184,995,87,4717,38,3101,5,6,2184,25,2184,12,995,2184,2184
"888",1474,1992,1425,66,4718,38,3102,5,6,1992,126,1992,12,1425,1992,1992
"889",1475,1994,1429,24,4719,38,3103,5,6,1994,10,1994,12,1429,1994,1994
"890",1477,2384,650,24,4721,38,3105,10,6,2384,10,2384,12,650,2384,2384
"891",1478,2384,650,108,4722,38,3106,5,6,2384,10,2384,12,650,2384,2384
"892",1479,779,1205,66,4723,38,3107,5,6,779,10,779,12,1205,779,779
"893",1480,779,1205,66,4724,38,3108,5,6,779,10,779,12,1205,779,779
"894",1485,779,1205,109,4730,38,3114,5,6,779,10,779,12,1205,779,779
"895",1489,2283,1268,87,4735,38,3119,5,6,2283,10,2283,12,1268,2283,2283
"896",1490,2283,1268,44,4736,38,3120,5,6,2283,10,2283,12,1268,2283,2283
"897",1491,2283,1268,87,4737,38,3121,5,6,2283,10,2283,12,1268,2283,2283
"898",1492,2283,1268,87,4738,38,3122,5,6,2283,10,2283,12,1268,2283,2283
"899",1493,2283,1268,87,4739,38,3123,5,6,2283,10,2283,12,1268,2283,2283
"900",1497,2250,3,87,4744,38,3128,5,6,2250,10,2250,12,3,2250,2250
"901",1498,2250,3,66,4745,38,3129,5,6,2250,10,2250,12,3,2250,2250
"902",1499,2250,3,24,4746,38,3130,5,6,2250,10,2250,12,3,2250,2250
"903",1500,2250,3,108,4747,38,3131,5,6,2250,10,2250,12,3,2250,2250
"904",1501,2250,3,26,4748,38,3132,5,6,2250,10,2250,12,3,2250,2250
"905",1503,2250,3,128,4750,13,3134,5,1,2250,10,2250,12,3,2250,2250
"906",1504,2250,3,6,4751,38,3135,5,6,2250,10,2250,12,3,2250,2250
"907",1506,2192,1085,66,4753,38,3137,5,6,2192,25,2192,12,1085,2192,2192
"908",1507,2192,1085,66,4754,38,3138,5,6,2192,25,2192,12,1085,2192,2192
"909",1508,2192,1085,6,4755,38,3139,5,6,2192,25,2192,12,1085,2192,2192
"910",1511,2275,1942,111,4758,13,3142,5,1,2275,25,2275,12,1942,2275,2275
"911",1512,2275,1942,37,4759,4,3143,5,8,2275,25,2275,12,1942,2275,2275
"912",1514,2275,1942,5,4761,14,3145,5,1,2275,25,2275,12,1942,2275,2275
"913",1515,2275,1942,91,4762,38,3146,5,6,2275,25,2275,12,1942,2275,2275
"914",1516,2275,1942,87,4763,38,3147,5,6,2275,25,2275,12,1942,2275,2275
"915",1517,2275,1942,44,4764,38,3148,5,6,2275,25,2275,12,1942,2275,2275
"916",1519,2275,1942,45,4766,38,3150,5,6,2275,25,2275,12,1942,2275,2275
"917",1520,2275,1942,128,4767,13,3151,5,1,2275,25,2275,12,1942,2275,2275
"918",1521,1321,3561,175,4768,5,3152,5,8,1321,8,1321,11,3561,1321,1321
"919",1522,1321,3561,140,4769,38,3153,5,6,1321,8,1321,11,3561,1321,1321
"920",1525,2002,1845,87,4772,38,3156,5,6,2002,25,2002,12,1845,2002,2002
"921",1526,2002,1845,87,4773,38,3157,5,6,2002,25,2002,12,1845,2002,2002
"922",1527,2002,1845,87,4774,38,3158,5,6,2002,25,2002,12,1845,2002,2002
"923",1528,2002,1845,66,4775,38,3159,5,6,2002,25,2002,12,1845,2002,2002
"924",1529,2002,1845,66,4776,38,3160,5,6,2002,25,2002,12,1845,2002,2002
"925",1533,2002,1845,110,4780,38,3164,5,6,2002,25,2002,12,1845,2002,2002
"926",1536,2471,555,66,4783,38,3167,5,6,2471,25,2471,12,555,2471,2471
"927",1537,2471,555,87,4784,38,3168,5,6,2471,25,2471,12,555,2471,2471
"928",1538,2471,555,87,4785,38,3169,5,6,2471,25,2471,12,555,2471,2471
"929",1539,2471,555,58,4786,38,3170,5,6,2471,25,2471,12,555,2471,2471
"930",1541,1608,5899,108,4788,38,3172,5,6,1608,13,1608,11,5899,1608,1608
"931",1543,1195,3249,140,4790,38,3174,5,6,1195,13,1195,11,3249,1195,1195
"932",1544,2515,2114,87,4791,38,3175,5,6,2515,10,2515,12,2114,2515,2515
"933",1545,2515,2114,23,4792,38,3176,5,6,2515,10,2515,12,2114,2515,2515
"934",1546,2515,2114,87,4793,38,3177,5,6,2515,10,2515,12,2114,2515,2515
"935",1547,2515,2114,109,4794,38,3178,5,6,2515,10,2515,12,2114,2515,2515
"936",1550,2385,1482,66,4797,39,3181,5,6,2385,10,2385,12,1482,2385,2385
"937",1555,1163,3098,45,4802,38,3186,5,6,1163,8,1163,11,3098,1163,1163
"938",1556,1271,340,44,4803,38,3187,5,6,1271,8,1271,11,340,1271,1271
"939",1560,2860,5719,24,4807,38,3191,5,6,2860,25,2860,12,5719,2860,2860
"940",1562,2861,5720,45,4809,38,3193,5,6,2861,10,2861,12,5720,2861,2861
"941",1564,2837,5213,71,4812,38,3196,5,6,2837,25,2837,12,5213,2837,2837
"942",1565,2837,5213,45,4813,38,3197,5,6,2837,25,2837,12,5213,2837,2837
"943",1568,2444,840,63,4816,38,3200,5,6,2444,25,2444,12,840,2444,2444
"944",1569,2444,840,87,4817,38,3201,5,6,2444,25,2444,12,840,2444,2444
"945",1570,2444,840,63,4818,38,3202,5,6,2444,25,2444,12,840,2444,2444
"946",1575,2444,840,87,4823,38,3207,5,6,2444,25,2444,12,840,2444,2444
"947",1576,2444,840,87,4824,38,3208,5,6,2444,25,2444,12,840,2444,2444
"948",1581,794,135,87,4829,38,3213,5,6,794,5,794,4,135,794,794
"949",1582,794,135,87,4830,38,3214,5,6,794,5,794,4,135,794,794
"950",1584,794,135,87,4832,38,3216,5,6,794,5,794,4,135,794,794
"951",1585,794,135,26,4833,38,3217,5,6,794,5,794,4,135,794,794
"952",1587,794,135,108,4835,38,3219,5,6,794,5,794,4,135,794,794
"953",6560,794,135,108,4835,38,3219,5,6,794,5,794,4,135,794,794
"954",1588,794,135,114,4836,5,3220,5,8,794,5,794,4,135,794,794
"955",1589,794,135,34,4837,4,3221,5,8,794,5,794,4,135,794,794
"956",1590,2485,913,87,4838,38,3222,5,6,2485,113,2485,1,913,2485,2485
"957",1591,2485,913,66,4839,38,3223,5,6,2485,113,2485,1,913,2485,2485
"958",1597,2415,294,87,4845,38,3229,5,6,2415,10,2415,12,294,2415,2415
"959",1598,2415,294,87,4846,38,3230,5,6,2415,10,2415,12,294,2415,2415
"960",1599,2415,294,87,4847,38,3231,5,6,2415,10,2415,12,294,2415,2415
"961",1600,2415,294,87,4848,38,3232,5,6,2415,10,2415,12,294,2415,2415
"962",1601,2415,294,108,4849,38,3233,5,6,2415,10,2415,12,294,2415,2415
"963",1603,2391,263,66,4851,38,3235,5,6,2391,5,2391,4,263,2391,2391
"964",1605,2391,263,24,4853,38,3237,5,6,2391,5,2391,4,263,2391,2391
"965",1608,2014,1424,66,4856,38,3240,5,6,2014,10,2014,12,1424,2014,2014
"966",1609,2014,1424,87,4857,38,3241,5,6,2014,10,2014,12,1424,2014,2014
"967",1706,7491,227,78,4880,38,3256,5,6,7491,71,7491,18,227,9641,7491
"968",1710,7491,227,78,4892,38,3256,5,6,7491,71,7491,18,227,9641,7491
"969",1709,7491,227,78,4889,40,3256,5,6,7491,71,7491,18,227,9641,7491
"970",1721,7491,227,78,4900,38,3256,5,6,7491,71,7491,18,227,9641,7491
"971",1720,7491,227,94,4899,14,3257,5,1,7491,71,7491,18,227,9641,7491
"972",1714,7491,227,5,4893,17,3257,5,1,7491,71,7491,18,227,9641,7491
"973",1715,7491,227,94,4894,14,3257,5,1,7491,71,7491,18,227,9641,7491
"974",1713,7491,227,111,4895,13,3257,5,1,7491,71,7491,18,227,9641,7491
"975",1704,7491,227,30,4886,58,3259,5,3,7491,71,7491,18,227,9641,7491
"976",1716,7491,227,192,4898,4,3259,5,3,7491,71,7491,18,227,9641,7491
"977",1711,7491,227,192,4890,50,3259,5,3,7491,71,7491,18,227,9641,7491
"978",1712,7491,227,30,4891,58,3259,5,3,7491,71,7491,18,227,9641,7491
"979",1717,7491,227,185,4896,61,3260,5,9,7491,71,7491,18,227,9641,7491
"980",1703,7491,227,61,4885,61,3260,5,9,7491,71,7491,18,227,9641,7491
"981",1718,7491,227,182,4897,28,3261,5,4,7491,71,7491,18,227,9641,7491
"982",1722,7493,266,30,4901,58,3262,5,3,7493,63,7493,18,266,9643,7493
"983",1723,7493,266,15,4902,1,3262,5,3,7493,63,7493,18,266,9643,7493
"984",1725,7493,266,192,4904,50,3262,5,3,7493,63,7493,18,266,9643,7493
"985",1724,7493,266,78,4903,38,3263,5,6,7493,63,7493,18,266,9643,7493
"986",1732,7496,10233,61,4910,56,3267,5,9,7496,63,7496,18,10233,9646,7496
"987",1736,7497,330,185,4911,61,3268,5,9,7497,71,7497,18,330,9647,7497
"988",1741,7497,330,185,4911,61,3268,5,9,7497,71,7497,18,330,9647,7497
"989",1740,7497,330,78,4912,28,3269,5,4,7497,71,7497,18,330,9647,7497
"990",1738,7497,330,78,4913,38,3270,5,6,7497,71,7497,18,330,9647,7497
"991",1739,7497,330,30,4915,40,3270,5,6,7497,71,7497,18,330,9647,7497
"992",1735,7497,330,78,4915,40,3270,5,6,7497,71,7497,18,330,9647,7497
"993",1773,7498,334,30,4917,58,3272,5,3,7498,63,7498,18,334,9648,7498
"994",1769,7498,334,157,4923,50,3272,5,3,7498,63,7498,18,334,9648,7498
"995",1764,7498,334,30,4928,40,3272,5,3,7498,63,7498,18,334,9648,7498
"996",1774,7498,334,78,4918,9,3273,5,4,7498,63,7498,18,334,9648,7498
"997",1762,7498,334,78,4936,4,3273,5,4,7498,63,7498,18,334,9648,7498
"998",1770,7498,334,78,4919,38,3274,5,6,7498,63,7498,18,334,9648,7498
"999",1768,7498,334,78,4925,97,3274,5,6,7498,63,7498,18,334,9648,7498
"1000",1766,7498,334,78,4930,40,3274,5,6,7498,63,7498,18,334,9648,7498
"1001",1749,7498,334,88,4927,5,3275,5,8,7498,63,7498,18,334,9648,7498
"1002",1767,7498,334,114,4929,4,3275,5,8,7498,63,7498,18,334,9648,7498
"1003",1744,7498,334,88,4937,10,3275,5,8,7498,63,7498,18,334,9648,7498
"1004",1763,7498,334,170,4926,91,3276,5,9,7498,63,7498,18,334,9648,7498
"1005",1775,7502,10234,1,4939,19,3279,5,2,7502,70,7502,18,10234,9652,7502
"1006",1776,7502,10234,157,4940,5,3280,5,8,7502,70,7502,18,10234,9652,7502
"1007",1777,7502,10234,78,4941,9,3281,5,4,7502,70,7502,18,10234,9652,7502
"1008",1779,7502,10234,15,4943,35,3283,5,5,7502,70,7502,18,10234,9652,7502
"1009",1780,7502,10234,5,4944,17,3284,5,1,7502,70,7502,18,10234,9652,7502
"1010",1782,7502,10234,192,4946,60,3285,5,3,7502,70,7502,18,10234,9652,7502
"1011",1783,7502,10234,78,4947,97,3286,5,6,7502,70,7502,18,10234,9652,7502
"1012",1785,7504,430,78,4948,1,3287,5,8,7504,63,7504,18,430,9654,7504
"1013",1784,7504,430,30,4949,58,3288,5,3,7504,63,7504,18,430,9654,7504
"1014",1788,7505,434,170,4951,91,3290,5,9,7505,63,7505,18,434,9655,7505
"1015",1816,7515,787,94,4954,14,3293,5,1,7515,70,7515,18,787,9665,7515
"1016",1799,7515,10240,94,4954,14,3293,5,1,7515,70,7515,18,787,9665,7515
"1017",1808,7515,787,94,4967,14,3293,5,1,7515,70,7515,18,787,9665,7515
"1018",1791,7515,10240,94,4967,14,3293,5,1,7515,70,7515,18,787,9665,7515
"1019",1792,7515,10240,157,4964,59,3295,5,3,7515,70,7515,18,787,9665,7515
"1020",1809,7515,787,157,4964,59,3295,5,3,7515,70,7515,18,787,9665,7515
"1021",1797,7515,10240,78,4962,97,3296,5,6,7515,70,7515,18,787,9665,7515
"1022",1814,7515,787,78,4962,97,3296,5,6,7515,70,7515,18,787,9665,7515
"1023",1794,7515,10240,78,4965,28,3297,5,4,7515,70,7515,18,787,9665,7515
"1024",1811,7515,787,78,4965,28,3297,5,4,7515,70,7515,18,787,9665,7515
"1025",1793,7515,10240,78,4966,1,3298,5,2,7515,70,7515,18,787,9665,7515
"1026",1810,7515,787,78,4966,1,3298,5,2,7515,70,7515,18,787,9665,7515
"1027",1833,7517,774,88,4979,10,3302,5,8,7517,70,7517,18,10241,9667,7517
"1028",1844,7517,10241,88,4979,10,3302,5,8,7517,70,7517,18,10241,9667,7517
"1029",1838,7517,10241,30,4981,40,3303,5,6,7517,70,7517,18,10241,9667,7517
"1030",1827,7517,774,30,4981,40,3303,5,6,7517,70,7517,18,10241,9667,7517
"1031",1837,7517,10241,78,4982,38,3303,5,6,7517,70,7517,18,10241,9667,7517
"1032",1826,7517,774,78,4982,38,3303,5,6,7517,70,7517,18,10241,9667,7517
"1033",1832,7517,774,78,4980,4,3304,5,9,7517,70,7517,18,10241,9667,7517
"1034",1843,7517,10241,78,4980,4,3304,5,9,7517,70,7517,18,10241,9667,7517
"1035",1849,7518,822,30,4988,58,3307,5,3,7518,63,7518,18,822,9668,7518
"1036",1868,7524,901,55,4996,57,3314,5,9,7524,71,7524,18,901,9674,7524
"1037",1869,7524,901,55,4996,57,3314,5,9,7524,71,7524,18,901,9674,7524
"1038",1870,7524,901,78,4998,97,3316,5,6,7524,71,7524,18,901,9674,7524
"1039",1871,7524,901,78,4998,97,3316,5,6,7524,71,7524,18,901,9674,7524
"1040",1864,7524,901,78,4998,97,3316,5,6,7524,71,7524,18,901,9674,7524
"1041",1865,7524,901,78,4998,97,3316,5,6,7524,71,7524,18,901,9674,7524
"1042",1872,7530,1981,78,4999,40,3317,5,6,7530,71,7530,18,1981,9680,7530
"1043",1878,7530,1981,36,5000,35,3318,5,5,7530,71,7530,18,1981,9680,7530
"1044",1877,7530,1981,5,5001,17,3319,5,1,7530,71,7530,18,1981,9680,7530
"1045",1876,7530,1981,30,5002,58,3320,5,3,7530,71,7530,18,1981,9680,7530
"1046",1880,7539,3236,78,5004,38,3321,5,6,7539,63,7539,18,3236,9689,7539
"1047",1881,7539,3236,192,5005,77,3322,5,3,7539,63,7539,18,3236,9689,7539
"1048",1883,708,5806,171,5015,2,3329,5,8,708,105,708,2,5806,708,708
"1049",1886,702,9984,71,5012,4,3331,5,6,702,105,702,2,9984,702,702
"1050",1887,702,9984,2,5021,10,3341,5,8,702,105,702,2,9984,702,702
"1051",1888,673,9469,17,5022,16,3342,5,1,673,105,673,2,9469,673,673
"1052",4662,1787,9485,181,8098,34,3356,5,3,1787,8,1787,11,9485,1787,1787
"1053",1892,1787,9485,92,5040,61,3358,5,9,1787,8,1787,11,9485,1787,1787
"1054",1893,1740,9013,108,5041,113,3360,5,8,1740,8,1740,11,9013,1740,1740
"1055",3749,1468,2732,139,5046,40,3367,5,3,1468,25,1468,12,2732,1468,1468
"1056",3286,1843,5975,34,6978,77,4384,5,6,1843,13,1843,11,5975,1843,1843
"1057",3778,1802,9787,87,7639,77,4624,5,6,1802,8,1802,11,9787,1802,1802
"1058",2385,1802,9787,166,6642,12,4625,5,9,1802,8,1802,11,9787,1802,1802
"1059",2779,1153,797,141,6961,115,4653,5,3,1153,8,1153,11,797,1153,1153
"1060",3944,1733,249,156,7802,4,4733,5,3,1733,13,1733,11,249,1733,1733
"1061",2836,1796,2205,108,7010,4,4736,5,3,1796,13,1796,11,2205,1796,1796
"1062",1944,7662,11432,34,6140,4,4767,5,4,7662,66,7662,18,11432,9839,7662
"1063",1946,7662,11432,8,6144,1,4768,5,2,7662,66,7662,18,11432,9839,7662
"1064",2004,2406,2551,45,6179,20,4823,5,2,2406,10,2406,12,2551,2406,2406
"1065",2109,2822,4289,77,6187,19,4831,5,2,2822,25,2822,12,4289,2822,2822
"1066",2749,2822,4289,132,6187,19,4831,5,2,2822,25,2822,12,4289,2822,2822
